gutenberg_id,text,title,author
1342,                       owe to his friendship and,Pride and Prejudice,"Austen, Jane"
1342,"                    advice, these illustrations are",Pride and Prejudice,"Austen, Jane"
1342,                         gratefully inscribed_,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,                            _Hugh Thomson_,Pride and Prejudice,"Austen, Jane"
1342,                                   ],Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,PREFACE.,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,[Illustration],Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,_Walt Whitman has somewhere a fine and just distinction between “loving,Pride and Prejudice,"Austen, Jane"
1342,by allowance” and “loving with personal love.” This distinction applies,Pride and Prejudice,"Austen, Jane"
1342,to books as well as to men and women; and in the case of the not very,Pride and Prejudice,"Austen, Jane"
1342,"numerous authors who are the objects of the personal affection, it",Pride and Prejudice,"Austen, Jane"
1342,brings a curious consequence with it. There is much more difference as,Pride and Prejudice,"Austen, Jane"
1342,to their best work than in the case of those others who are loved “by,Pride and Prejudice,"Austen, Jane"
1342,"allowance” by convention, and because it is felt to be the right and",Pride and Prejudice,"Austen, Jane"
1342,proper thing to love them. And in the sect--fairly large and yet,Pride and Prejudice,"Austen, Jane"
1342,"unusually choice--of Austenians or Janites, there would probably be",Pride and Prejudice,"Austen, Jane"
1342,found partisans of the claim to primacy of almost every one of the,Pride and Prejudice,"Austen, Jane"
1342,novels. To some the delightful freshness and humour of_ Northanger,Pride and Prejudice,"Austen, Jane"
1342,"Abbey, _its completeness, finish, and_ entrain, _obscure the undoubted",Pride and Prejudice,"Austen, Jane"
1342,"critical facts that its scale is small, and its scheme, after all, that",Pride and Prejudice,"Austen, Jane"
1342,"of burlesque or parody, a kind in which the first rank is reached with",Pride and Prejudice,"Austen, Jane"
1342,"difficulty._ Persuasion, _relatively faint in tone, and not enthralling",Pride and Prejudice,"Austen, Jane"
1342,"in interest, has devotees who exalt above all the others its exquisite",Pride and Prejudice,"Austen, Jane"
1342,delicacy and keeping. The catastrophe of_ Mansfield Park _is admittedly,Pride and Prejudice,"Austen, Jane"
1342,"theatrical, the hero and heroine are insipid, and the author has almost",Pride and Prejudice,"Austen, Jane"
1342,wickedly destroyed all romantic interest by expressly admitting that,Pride and Prejudice,"Austen, Jane"
1342,"Edmund only took Fanny because Mary shocked him, and that Fanny might",Pride and Prejudice,"Austen, Jane"
1342,very likely have taken Crawford if he had been a little more assiduous;,Pride and Prejudice,"Austen, Jane"
1342,yet the matchless rehearsal-scenes and the characters of Mrs. Norris and,Pride and Prejudice,"Austen, Jane"
1342,"others have secured, I believe, a considerable party for it._ Sense and",Pride and Prejudice,"Austen, Jane"
1342,Sensibility _has perhaps the fewest out-and-out admirers; but it does,Pride and Prejudice,"Austen, Jane"
1342,not want them._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,"_I suppose, however, that the majority of at least competent votes",Pride and Prejudice,"Austen, Jane"
1342,"would, all things considered, be divided between_ Emma _and the present",Pride and Prejudice,"Austen, Jane"
1342,book; and perhaps the vulgar verdict (if indeed a fondness for Miss,Pride and Prejudice,"Austen, Jane"
1342,Austen be not of itself a patent of exemption from any possible charge,Pride and Prejudice,"Austen, Jane"
1342,"of vulgarity) would go for_ Emma. _It is the larger, the more varied, the",Pride and Prejudice,"Austen, Jane"
1342,more popular; the author had by the time of its composition seen rather,Pride and Prejudice,"Austen, Jane"
1342,"more of the world, and had improved her general, though not her most",Pride and Prejudice,"Austen, Jane"
1342,"peculiar and characteristic dialogue; such figures as Miss Bates, as the",Pride and Prejudice,"Austen, Jane"
1342,"Eltons, cannot but unite the suffrages of everybody. On the other hand,",Pride and Prejudice,"Austen, Jane"
1342,"I, for my part, declare for_ Pride and Prejudice _unhesitatingly. It",Pride and Prejudice,"Austen, Jane"
1342,"seems to me the most perfect, the most characteristic, the most",Pride and Prejudice,"Austen, Jane"
1342,eminently quintessential of its author’s works; and for this contention,Pride and Prejudice,"Austen, Jane"
1342,"in such narrow space as is permitted to me, I propose here to show",Pride and Prejudice,"Austen, Jane"
1342,cause._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,"_In the first place, the book (it may be barely necessary to remind the",Pride and Prejudice,"Austen, Jane"
1342,"reader) was in its first shape written very early, somewhere about 1796,",Pride and Prejudice,"Austen, Jane"
1342,when Miss Austen was barely twenty-one; though it was revised and,Pride and Prejudice,"Austen, Jane"
1342,"finished at Chawton some fifteen years later, and was not published till",Pride and Prejudice,"Austen, Jane"
1342,"1813, only four years before her death. I do not know whether, in this",Pride and Prejudice,"Austen, Jane"
1342,"combination of the fresh and vigorous projection of youth, and the",Pride and Prejudice,"Austen, Jane"
1342,"critical revision of middle life, there may be traced the distinct",Pride and Prejudice,"Austen, Jane"
1342,"superiority in point of construction, which, as it seems to me, it",Pride and Prejudice,"Austen, Jane"
1342,"possesses over all the others. The plot, though not elaborate, is almost",Pride and Prejudice,"Austen, Jane"
1342,"regular enough for Fielding; hardly a character, hardly an incident",Pride and Prejudice,"Austen, Jane"
1342,could be retrenched without loss to the story. The elopement of Lydia,Pride and Prejudice,"Austen, Jane"
1342,"and Wickham is not, like that of Crawford and Mrs. Rushworth, a_ coup de",Pride and Prejudice,"Austen, Jane"
1342,théâtre; _it connects itself in the strictest way with the course of the,Pride and Prejudice,"Austen, Jane"
1342,"story earlier, and brings about the denouement with complete propriety.",Pride and Prejudice,"Austen, Jane"
1342,"All the minor passages--the loves of Jane and Bingley, the advent of Mr.",Pride and Prejudice,"Austen, Jane"
1342,"Collins, the visit to Hunsford, the Derbyshire tour--fit in after the",Pride and Prejudice,"Austen, Jane"
1342,"same unostentatious, but masterly fashion. There is no attempt at the",Pride and Prejudice,"Austen, Jane"
1342,"hide-and-seek, in-and-out business, which in the transactions between",Pride and Prejudice,"Austen, Jane"
1342,Frank Churchill and Jane Fairfax contributes no doubt a good deal to the,Pride and Prejudice,"Austen, Jane"
1342,"intrigue of_ Emma, _but contributes it in a fashion which I do not think",Pride and Prejudice,"Austen, Jane"
1342,the best feature of that otherwise admirable book. Although Miss Austen,Pride and Prejudice,"Austen, Jane"
1342,"always liked something of the misunderstanding kind, which afforded her",Pride and Prejudice,"Austen, Jane"
1342,opportunities for the display of the peculiar and incomparable talent to,Pride and Prejudice,"Austen, Jane"
1342,"be noticed presently, she has been satisfied here with the perfectly",Pride and Prejudice,"Austen, Jane"
1342,natural occasions provided by the false account of Darcy’s conduct given,Pride and Prejudice,"Austen, Jane"
1342,"by Wickham, and by the awkwardness (arising with equal naturalness) from",Pride and Prejudice,"Austen, Jane"
1342,the gradual transformation of Elizabeth’s own feelings from positive,Pride and Prejudice,"Austen, Jane"
1342,aversion to actual love. I do not know whether the all-grasping hand of,Pride and Prejudice,"Austen, Jane"
1342,the playwright has ever been laid upon_ Pride and Prejudice; _and I dare,Pride and Prejudice,"Austen, Jane"
1342,"say that, if it were, the situations would prove not startling or",Pride and Prejudice,"Austen, Jane"
1342,"garish enough for the footlights, the character-scheme too subtle and",Pride and Prejudice,"Austen, Jane"
1342,"delicate for pit and gallery. But if the attempt were made, it would",Pride and Prejudice,"Austen, Jane"
1342,"certainly not be hampered by any of those loosenesses of construction,",Pride and Prejudice,"Austen, Jane"
1342,"which, sometimes disguised by the conveniences of which the novelist can",Pride and Prejudice,"Austen, Jane"
1342,"avail himself, appear at once on the stage._",Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,"_I think, however, though the thought will doubtless seem heretical to",Pride and Prejudice,"Austen, Jane"
1342,"more than one school of critics, that construction is not the highest",Pride and Prejudice,"Austen, Jane"
1342,"merit, the choicest gift, of the novelist. It sets off his other gifts",Pride and Prejudice,"Austen, Jane"
1342,and graces most advantageously to the critical eye; and the want of it,Pride and Prejudice,"Austen, Jane"
1342,"will sometimes mar those graces--appreciably, though not quite",Pride and Prejudice,"Austen, Jane"
1342,consciously--to eyes by no means ultra-critical. But a very badly-built,Pride and Prejudice,"Austen, Jane"
1342,"novel which excelled in pathetic or humorous character, or which",Pride and Prejudice,"Austen, Jane"
1342,displayed consummate command of dialogue--perhaps the rarest of all,Pride and Prejudice,"Austen, Jane"
1342,faculties--would be an infinitely better thing than a faultless plot,Pride and Prejudice,"Austen, Jane"
1342,acted and told by puppets with pebbles in their mouths. And despite the,Pride and Prejudice,"Austen, Jane"
1342,"ability which Miss Austen has shown in working out the story, I for one",Pride and Prejudice,"Austen, Jane"
1342,should put_ Pride and Prejudice _far lower if it did not contain what,Pride and Prejudice,"Austen, Jane"
1342,seem to me the very masterpieces of Miss Austen’s humour and of her,Pride and Prejudice,"Austen, Jane"
1342,faculty of character-creation--masterpieces who may indeed admit John,Pride and Prejudice,"Austen, Jane"
1342,"Thorpe, the Eltons, Mrs. Norris, and one or two others to their company,",Pride and Prejudice,"Austen, Jane"
1342,"but who, in one instance certainly, and perhaps in others, are still",Pride and Prejudice,"Austen, Jane"
1342,superior to them._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,_The characteristics of Miss Austen’s humour are so subtle and delicate,Pride and Prejudice,"Austen, Jane"
1342,"that they are, perhaps, at all times easier to apprehend than to",Pride and Prejudice,"Austen, Jane"
1342,"express, and at any particular time likely to be differently",Pride and Prejudice,"Austen, Jane"
1342,apprehended by different persons. To me this humour seems to possess a,Pride and Prejudice,"Austen, Jane"
1342,"greater affinity, on the whole, to that of Addison than to any other of",Pride and Prejudice,"Austen, Jane"
1342,the numerous species of this great British genus. The differences of,Pride and Prejudice,"Austen, Jane"
1342,"scheme, of time, of subject, of literary convention, are, of course,",Pride and Prejudice,"Austen, Jane"
1342,"obvious enough; the difference of sex does not, perhaps, count for much,",Pride and Prejudice,"Austen, Jane"
1342,"for there was a distinctly feminine element in “Mr. Spectator,” and in",Pride and Prejudice,"Austen, Jane"
1342,"Jane Austen’s genius there was, though nothing mannish, much that was",Pride and Prejudice,"Austen, Jane"
1342,masculine. But the likeness of quality consists in a great number of,Pride and Prejudice,"Austen, Jane"
1342,"common subdivisions of quality--demureness, extreme minuteness of touch,",Pride and Prejudice,"Austen, Jane"
1342,avoidance of loud tones and glaring effects. Also there is in both a,Pride and Prejudice,"Austen, Jane"
1342,certain not inhuman or unamiable cruelty. It is the custom with those,Pride and Prejudice,"Austen, Jane"
1342,who judge grossly to contrast the good nature of Addison with the,Pride and Prejudice,"Austen, Jane"
1342,"savagery of Swift, the mildness of Miss Austen with the boisterousness",Pride and Prejudice,"Austen, Jane"
1342,"of Fielding and Smollett, even with the ferocious practical jokes that",Pride and Prejudice,"Austen, Jane"
1342,"her immediate predecessor, Miss Burney, allowed without very much",Pride and Prejudice,"Austen, Jane"
1342,"protest. Yet, both in Mr. Addison and in Miss Austen there is, though a",Pride and Prejudice,"Austen, Jane"
1342,"restrained and well-mannered, an insatiable and ruthless delight in",Pride and Prejudice,"Austen, Jane"
1342,"roasting and cutting up a fool. A man in the early eighteenth century,",Pride and Prejudice,"Austen, Jane"
1342,"of course, could push this taste further than a lady in the early",Pride and Prejudice,"Austen, Jane"
1342,"nineteenth; and no doubt Miss Austen’s principles, as well as her heart,",Pride and Prejudice,"Austen, Jane"
1342,would have shrunk from such things as the letter from the unfortunate,Pride and Prejudice,"Austen, Jane"
1342,"husband in the_ Spectator, _who describes, with all the gusto and all the",Pride and Prejudice,"Austen, Jane"
1342,"innocence in the world, how his wife and his friend induce him to play",Pride and Prejudice,"Austen, Jane"
1342,at blind-man’s-buff. But another_ Spectator _letter--that of the damsel,Pride and Prejudice,"Austen, Jane"
1342,"of fourteen who wishes to marry Mr. Shapely, and assures her selected",Pride and Prejudice,"Austen, Jane"
1342,Mentor that “he admires your_ Spectators _mightily”--might have been,Pride and Prejudice,"Austen, Jane"
1342,written by a rather more ladylike and intelligent Lydia Bennet in the,Pride and Prejudice,"Austen, Jane"
1342,"days of Lydia’s great-grandmother; while, on the other hand, some (I",Pride and Prejudice,"Austen, Jane"
1342,think unreasonably) have found “cynicism” in touches of Miss Austen’s,Pride and Prejudice,"Austen, Jane"
1342,"own, such as her satire of Mrs. Musgrove’s self-deceiving regrets over",Pride and Prejudice,"Austen, Jane"
1342,her son. But this word “cynical” is one of the most misused in the,Pride and Prejudice,"Austen, Jane"
1342,"English language, especially when, by a glaring and gratuitous",Pride and Prejudice,"Austen, Jane"
1342,"falsification of its original sense, it is applied, not to rough and",Pride and Prejudice,"Austen, Jane"
1342,"snarling invective, but to gentle and oblique satire. If cynicism means",Pride and Prejudice,"Austen, Jane"
1342,"the perception of “the other side,” the sense of “the accepted hells",Pride and Prejudice,"Austen, Jane"
1342,"beneath,” the consciousness that motives are nearly always mixed, and",Pride and Prejudice,"Austen, Jane"
1342,"that to seem is not identical with to be--if this be cynicism, then",Pride and Prejudice,"Austen, Jane"
1342,"every man and woman who is not a fool, who does not care to live in a",Pride and Prejudice,"Austen, Jane"
1342,"fool’s paradise, who has knowledge of nature and the world and life, is",Pride and Prejudice,"Austen, Jane"
1342,a cynic. And in that sense Miss Austen certainly was one. She may even,Pride and Prejudice,"Austen, Jane"
1342,"have been one in the further sense that, like her own Mr. Bennet, she",Pride and Prejudice,"Austen, Jane"
1342,"took an epicurean delight in dissecting, in displaying, in setting at",Pride and Prejudice,"Austen, Jane"
1342,"work her fools and her mean persons. I think she did take this delight,",Pride and Prejudice,"Austen, Jane"
1342,"and I do not think at all the worse of her for it as a woman, while she",Pride and Prejudice,"Austen, Jane"
1342,was immensely the better for it as an artist._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,"_In respect of her art generally, Mr. Goldwin Smith has truly observed",Pride and Prejudice,"Austen, Jane"
1342,"that “metaphor has been exhausted in depicting the perfection of it,",Pride and Prejudice,"Austen, Jane"
1342,combined with the narrowness of her field;” and he has justly added that,Pride and Prejudice,"Austen, Jane"
1342,we need not go beyond her own comparison to the art of a miniature,Pride and Prejudice,"Austen, Jane"
1342,painter. To make this latter observation quite exact we must not use the,Pride and Prejudice,"Austen, Jane"
1342,"term miniature in its restricted sense, and must think rather of Memling",Pride and Prejudice,"Austen, Jane"
1342,"at one end of the history of painting and Meissonier at the other, than",Pride and Prejudice,"Austen, Jane"
1342,of Cosway or any of his kind. And I am not so certain that I should,Pride and Prejudice,"Austen, Jane"
1342,myself use the word “narrow” in connection with her. If her world is a,Pride and Prejudice,"Austen, Jane"
1342,"microcosm, the cosmic quality of it is at least as eminent as the",Pride and Prejudice,"Austen, Jane"
1342,littleness. She does not touch what she did not feel herself called to,Pride and Prejudice,"Austen, Jane"
1342,paint; I am not so sure that she could not have painted what she did not,Pride and Prejudice,"Austen, Jane"
1342,feel herself called to touch. It is at least remarkable that in two very,Pride and Prejudice,"Austen, Jane"
1342,"short periods of writing--one of about three years, and another of not",Pride and Prejudice,"Austen, Jane"
1342,"much more than five--she executed six capital works, and has not left a",Pride and Prejudice,"Austen, Jane"
1342,single failure. It is possible that the romantic paste in her,Pride and Prejudice,"Austen, Jane"
1342,composition was defective: we must always remember that hardly,Pride and Prejudice,"Austen, Jane"
1342,anybody born in her decade--that of the eighteenth-century,Pride and Prejudice,"Austen, Jane"
1342,seventies--independently exhibited the full romantic quality. Even Scott,Pride and Prejudice,"Austen, Jane"
1342,"required hill and mountain and ballad, even Coleridge metaphysics and",Pride and Prejudice,"Austen, Jane"
1342,German to enable them to chip the classical shell. Miss Austen was an,Pride and Prejudice,"Austen, Jane"
1342,"English girl, brought up in a country retirement, at the time when",Pride and Prejudice,"Austen, Jane"
1342,ladies went back into the house if there was a white frost which might,Pride and Prejudice,"Austen, Jane"
1342,"pierce their kid shoes, when a sudden cold was the subject of the",Pride and Prejudice,"Austen, Jane"
1342,"gravest fears, when their studies, their ways, their conduct were",Pride and Prejudice,"Austen, Jane"
1342,subject to all those fantastic limits and restrictions against which,Pride and Prejudice,"Austen, Jane"
1342,Mary Wollstonecraft protested with better general sense than particular,Pride and Prejudice,"Austen, Jane"
1342,"taste or judgment. Miss Austen, too, drew back when the white frost",Pride and Prejudice,"Austen, Jane"
1342,touched her shoes; but I think she would have made a pretty good journey,Pride and Prejudice,"Austen, Jane"
1342,even in a black one._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,"_For if her knowledge was not very extended, she knew two things which",Pride and Prejudice,"Austen, Jane"
1342,"only genius knows. The one was humanity, and the other was art. On the",Pride and Prejudice,"Austen, Jane"
1342,"first head she could not make a mistake; her men, though limited, are",Pride and Prejudice,"Austen, Jane"
1342,"true, and her women are, in the old sense, “absolute.” As to art, if she",Pride and Prejudice,"Austen, Jane"
1342,"has never tried idealism, her realism is real to a degree which makes",Pride and Prejudice,"Austen, Jane"
1342,the false realism of our own day look merely dead-alive. Take almost any,Pride and Prejudice,"Austen, Jane"
1342,"Frenchman, except the late M. de Maupassant, and watch him laboriously",Pride and Prejudice,"Austen, Jane"
1342,piling up strokes in the hope of giving a complete impression. You get,Pride and Prejudice,"Austen, Jane"
1342,"none; you are lucky if, discarding two-thirds of what he gives, you can",Pride and Prejudice,"Austen, Jane"
1342,shape a real impression out of the rest. But with Miss Austen the,Pride and Prejudice,"Austen, Jane"
1342,"myriad, trivial, unforced strokes build up the picture like magic.",Pride and Prejudice,"Austen, Jane"
1342,Nothing is false; nothing is superfluous. When (to take the present book,Pride and Prejudice,"Austen, Jane"
1342,only) Mr. Collins changed his mind from Jane to Elizabeth “while Mrs.,Pride and Prejudice,"Austen, Jane"
1342,Bennet was stirring the fire” (and we know_ how _Mrs. Bennet would have,Pride and Prejudice,"Austen, Jane"
1342,"stirred the fire), when Mr. Darcy “brought his coffee-cup back_",Pride and Prejudice,"Austen, Jane"
1342,"himself,” _the touch in each case is like that of Swift--“taller by the",Pride and Prejudice,"Austen, Jane"
1342,breadth of my nail”--which impressed the half-reluctant Thackeray with,Pride and Prejudice,"Austen, Jane"
1342,"just and outspoken admiration. Indeed, fantastic as it may seem, I",Pride and Prejudice,"Austen, Jane"
1342,"should put Miss Austen as near to Swift in some ways, as I have put her",Pride and Prejudice,"Austen, Jane"
1342,to Addison in others._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,_This Swiftian quality appears in the present novel as it appears,Pride and Prejudice,"Austen, Jane"
1342,"nowhere else in the character of the immortal, the ineffable Mr.",Pride and Prejudice,"Austen, Jane"
1342,Collins. Mr. Collins is really_ great; _far greater than anything Addison,Pride and Prejudice,"Austen, Jane"
1342,"ever did, almost great enough for Fielding or for Swift himself. It has",Pride and Prejudice,"Austen, Jane"
1342,"been said that no one ever was like him. But in the first place,_ he",Pride and Prejudice,"Austen, Jane"
1342,"_was like him; he is there--alive, imperishable, more real than hundreds",Pride and Prejudice,"Austen, Jane"
1342,"of prime ministers and archbishops, of “metals, semi-metals, and",Pride and Prejudice,"Austen, Jane"
1342,"distinguished philosophers.” In the second place, it is rash, I think,",Pride and Prejudice,"Austen, Jane"
1342,to conclude that an actual Mr. Collins was impossible or non-existent at,Pride and Prejudice,"Austen, Jane"
1342,the end of the eighteenth century. It is very interesting that we,Pride and Prejudice,"Austen, Jane"
1342,"possess, in this same gallery, what may be called a spoiled first",Pride and Prejudice,"Austen, Jane"
1342,"draught, or an unsuccessful study of him, in John Dashwood. The",Pride and Prejudice,"Austen, Jane"
1342,"formality, the under-breeding, the meanness, are there; but the portrait",Pride and Prejudice,"Austen, Jane"
1342,"is only half alive, and is felt to be even a little unnatural. Mr.",Pride and Prejudice,"Austen, Jane"
1342,"Collins is perfectly natural, and perfectly alive. In fact, for all the",Pride and Prejudice,"Austen, Jane"
1342,"“miniature,” there is something gigantic in the way in which a certain",Pride and Prejudice,"Austen, Jane"
1342,"side, and more than one, of humanity, and especially eighteenth-century",Pride and Prejudice,"Austen, Jane"
1342,"humanity, its Philistinism, its well-meaning but hide-bound morality,",Pride and Prejudice,"Austen, Jane"
1342,"its formal pettiness, its grovelling respect for rank, its materialism,",Pride and Prejudice,"Austen, Jane"
1342,"its selfishness, receives exhibition. I will not admit that one speech",Pride and Prejudice,"Austen, Jane"
1342,or one action of this inestimable man is incapable of being reconciled,Pride and Prejudice,"Austen, Jane"
1342,"with reality, and I should not wonder if many of these words and actions",Pride and Prejudice,"Austen, Jane"
1342,are historically true._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,_But the greatness of Mr. Collins could not have been so satisfactorily,Pride and Prejudice,"Austen, Jane"
1342,exhibited if his creatress had not adjusted so artfully to him the,Pride and Prejudice,"Austen, Jane"
1342,"figures of Mr. Bennet and of Lady Catherine de Bourgh. The latter, like",Pride and Prejudice,"Austen, Jane"
1342,"Mr. Collins himself, has been charged with exaggeration. There is,",Pride and Prejudice,"Austen, Jane"
1342,"perhaps, a very faint shade of colour for the charge; but it seems to me",Pride and Prejudice,"Austen, Jane"
1342,very faint indeed. Even now I do not think that it would be impossible,Pride and Prejudice,"Austen, Jane"
1342,"to find persons, especially female persons, not necessarily of noble",Pride and Prejudice,"Austen, Jane"
1342,"birth, as overbearing, as self-centred, as neglectful of good manners,",Pride and Prejudice,"Austen, Jane"
1342,"as Lady Catherine. A hundred years ago, an earl’s daughter, the Lady",Pride and Prejudice,"Austen, Jane"
1342,"Powerful (if not exactly Bountiful) of an out-of-the-way country parish,",Pride and Prejudice,"Austen, Jane"
1342,"rich, long out of marital authority, and so forth, had opportunities of",Pride and Prejudice,"Austen, Jane"
1342,developing these agreeable characteristics which seldom present,Pride and Prejudice,"Austen, Jane"
1342,"themselves now. As for Mr. Bennet, Miss Austen, and Mr. Darcy, and even",Pride and Prejudice,"Austen, Jane"
1342,"Miss Elizabeth herself, were, I am inclined to think, rather hard on him",Pride and Prejudice,"Austen, Jane"
1342,"for the “impropriety” of his conduct. His wife was evidently, and must",Pride and Prejudice,"Austen, Jane"
1342,"always have been, a quite irreclaimable fool; and unless he had shot her",Pride and Prejudice,"Austen, Jane"
1342,or himself there was no way out of it for a man of sense and spirit but,Pride and Prejudice,"Austen, Jane"
1342,"the ironic. From no other point of view is he open to any reproach,",Pride and Prejudice,"Austen, Jane"
1342,except for an excusable and not unnatural helplessness at the crisis of,Pride and Prejudice,"Austen, Jane"
1342,"the elopement, and his utterances are the most acutely delightful in the",Pride and Prejudice,"Austen, Jane"
1342,"consciously humorous kind--in the kind that we laugh with, not at--that",Pride and Prejudice,"Austen, Jane"
1342,even Miss Austen has put into the mouth of any of her characters. It is,Pride and Prejudice,"Austen, Jane"
1342,"difficult to know whether he is most agreeable when talking to his wife,",Pride and Prejudice,"Austen, Jane"
1342,or when putting Mr. Collins through his paces; but the general sense of,Pride and Prejudice,"Austen, Jane"
1342,the world has probably been right in preferring to the first rank his,Pride and Prejudice,"Austen, Jane"
1342,"consolation to the former when she maunders over the entail, “My dear,",Pride and Prejudice,"Austen, Jane"
1342,do not give way to such gloomy thoughts. Let us hope for better things.,Pride and Prejudice,"Austen, Jane"
1342,Let us flatter ourselves that_ I _may be the survivor;” and his inquiry,Pride and Prejudice,"Austen, Jane"
1342,to his colossal cousin as to the compliments which Mr. Collins has just,Pride and Prejudice,"Austen, Jane"
1342,"related as made by himself to Lady Catherine, “May I ask whether these",Pride and Prejudice,"Austen, Jane"
1342,"pleasing attentions proceed from the impulse of the moment, or are the",Pride and Prejudice,"Austen, Jane"
1342,result of previous study?” These are the things which give Miss Austen’s,Pride and Prejudice,"Austen, Jane"
1342,"readers the pleasant shocks, the delightful thrills, which are felt by",Pride and Prejudice,"Austen, Jane"
1342,"the readers of Swift, of Fielding, and we may here add, of Thackeray, as",Pride and Prejudice,"Austen, Jane"
1342,they are felt by the readers of no other English author of fiction,Pride and Prejudice,"Austen, Jane"
1342,outside of these four._,Pride and Prejudice,"Austen, Jane"
1342,,Pride and Prejudice,"Austen, Jane"
1342,_The goodness of the minor characters in_ Pride and Prejudice _has been,Pride and Prejudice,"Austen, Jane"
1342,"already alluded to, and it makes a detailed dwelling on their beauties",Pride and Prejudice,"Austen, Jane"
1342,"difficult in any space, and impossible in this. Mrs. Bennet we have",Pride and Prejudice,"Austen, Jane"
